7316	135	3	17.21
37738	443	3	48.98
287	489	5	20.3
792	1044	3	20.05
15862	17394	5	116.54
13877	109	3	15.4
6903	575	3	31.25
193	416	6	17.03
101	9373	9	29.19
463	128	19	55.18
103	11255	12	75.09
113	4908	10	55.52
17589	2945	3	50.51
7	655	10	40.31
109	16471	5	34.61
3773	103	6	8.22
113	2305	4	8.05
16539	103	3	11.32
115	3064	3	6.87
235	21	12	24.31
173	2483	3	13.5
26485	104	5	37.52
4862	12	8	11.27
116	231	51	117.69
7264	122	3	14.29
2027	102	57	241.9
119	5373	7	38.09
225	128	13	10.47
112	2341	8	24.29
1307	581	9	78.6
764	224	3	9.73
111	988	34	135.74
109	1780	6	8.88
137	334	14	31.79
57	4948	11	62.13
345	201	15	66.62
979	2587	3	27.18
16100	120	3	20.71
826	114	5	4.35
4213	1518	4	46.87
109	176	50	23.04
112	2105	5	9.82
2170	154	4	16.75
16397	103	5	25.31
472	104	93	214.7
148	1257	3	6.9
204	192	15	39.84
315	14387	6	78.65
203	2164	5	30.01
264	1149	3	13.44
800	210	3	9.48
113	7919	7	43.17
970	538	3	17.19
7524	517	16	231.8
2061	254	3	16.58
3565	103	9	17.61
13923	112	3	17.15
492	14	36	6.67
105	10195	6	25.32
102	9575	7	26.06
12	8319	4	5.79
2566	106	15	41.37
1549	112	5	7.07
1701	259	5	31.17
176	565	5	12.87
148	2095	11	64.32
2380	29084	3	55.07
120	890	24	92.94
1218	102	16	12.21
114	1618	9	26.86
774	141	9	28.81
101	12678	5	13.74
737	158	3	5.35
117	24164	4	37.45
1973	130	3	6.88
227	218	7	15.4
112	1251	5	5.43
107	149	74	27.07
101	17409	5	19.98
155	896	4	9.85
104	18269	4	19.11
130	499	5	4.29
101	1731	13	4.05
105	939	11	4.17
103	160	105	13.91
12	3447	16	30.18
103	6749	6	16.1
8214	104	3	5.65
10038	113	4	22.71
129	4341	3	11.9
102	4767	14	45.38
1883	14	18	17.61
17779	103	3	12.14
103	4338	5	6.8
129	167	158	632.18
135	1460	3	6.33
103	906	16	9.06
187	862	6	24.01
102	774	131	499.93
104	2223	11	15.24
105	2618	7	8.58
1886	4439	3	35.17
7794	14	13	49.94
26262	101	3	11.63
1539	124	3	4.52
155	5153	3	16.92
106	12327	6	30.87
867	102	50	102.93
121	6445	5	26.99
106	13779	3	11.67
7813	104	7	24.36
751	174	10	43.84
3877	106	8	19.72
719	296	3	11.78
178	578	3	5.29
7069	119	3	13.26
545	323	10	60.19
2399	103	10	13.6
127	7047	4	22.87
8708	1984	3	41.09
847	385	9	63.52
1356	192	3	11.15
275	156	7	9.62
715	119	6	6.08
150	346	5	5.46
183	277	7	13.66
103	8164	3	5.63
11953	14	3	5.35
5687	106	3	4.66
509	667	3	14.56
2041	124	4	10.12
132	341	7	7.38
104	1963	8	5.72
191	427	10	37.9
247	152	6	4.11
311	186	10	30.08
5232	12	5	4.12
19207	14	3	9.73
12	614	34	9.96
102	3903	21	76.49
187	3991	3	17.68
309	101	65	11.73
314	1269	8	57.51
2459	153	7	38.06
7700	14	5	8.29
351	1701	3	18.3
152	37906	3	37.85
1323	23970	4	69.32
101	4969	9	13.37
2013	117	4	8.24
11238	101	7	22.44
208	399	3	5.73
126	219	28	50.64
150	719	3	4.12
17186	12	3	8.64
155	1554	3	8.86
183	1046	37	296.39
3966	3965	3	39.54
520	272	8	39.4
182	4642	3	18.57
899	286	3	12.71
14075	14	3	6.75
127	6286	3	14.35
668	117	6	5.14
124	15664	3	22
106	224	50	19.31
109	622	16	20.86
102	31733	3	17.16
